student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,math_score_outlier,math_score_capped
7098,14,female,public,graduate,5.3,61.6,yes,15-30 min,yes,textbook,66.0,68.0,88.3,72.2,c,False,66.0
2091,19,female,private,high school,7.5,66.0,yes,15-30 min,yes,textbook,82.9,100.0,98.2,89.3,b,False,82.9
13993,19,male,private,graduate,3.7,55.8,yes,<15 min,no,textbook,32.3,71.6,66.6,50.8,e,False,32.3
6567,14,other,private,graduate,4.5,51.8,yes,>60 min,no,online videos,66.9,62.6,76.0,65.4,d,False,66.9
11862,19,other,private,high school,2.3,87.9,yes,15-30 min,yes,mixed,53.3,39.9,41.9,46.1,e,False,53.3
12465,19,female,private,no formal,7.8,69.9,yes,<15 min,no,textbook,98.3,74.0,84.3,84.4,c,False,98.3
4625,16,other,private,high school,3.4,68.1,yes,30-60 min,no,textbook,55.8,42.9,41.6,45.6,e,False,55.8
1634,19,other,public,high school,4.1,93.9,yes,>60 min,no,mixed,97.8,81.0,98.4,79.0,c,False,97.8
13254,17,male,public,diploma,5.5,87.4,yes,<15 min,no,online videos,79.6,65.8,75.5,80.5,c,False,79.6
1518,14,other,private,phd,4.0,99.8,no,<15 min,yes,coaching,48.7,49.4,65.5,62.3,d,False,48.7
12486,14,female,public,no formal,1.5,61.0,yes,<15 min,yes,coaching,17.2,29.0,13.2,27.8,f,False,17.2
10850,19,other,private,diploma,5.8,69.5,yes,30-60 min,yes,online videos,64.3,83.1,77.2,74.8,c,False,64.3
3649,19,other,private,phd,6.3,61.6,yes,<15 min,yes,notes,76.4,86.1,80.9,73.8,c,False,76.4
13141,15,female,private,diploma,6.3,93.3,yes,>60 min,no,textbook,91.5,94.6,86.3,93.9,b,False,91.5
11781,14,other,public,high school,0.9,60.6,yes,>60 min,yes,group study,37.2,54.2,37.5,29.1,f,False,37.2
1538,14,other,public,diploma,3.2,66.0,yes,>60 min,no,notes,62.6,72.2,58.3,59.4,d,False,62.6
14358,19,male,public,post graduate,7.6,97.4,yes,15-30 min,yes,coaching,93.5,100.0,91.7,100.0,a,False,93.5
13369,17,male,private,diploma,0.8,73.1,yes,15-30 min,no,notes,46.8,54.2,43.0,45.0,e,False,46.8
3138,16,other,private,no formal,4.2,58.7,yes,15-30 min,yes,textbook,62.5,67.9,63.6,53.3,e,False,62.5
6986,19,female,public,diploma,6.4,84.3,yes,30-60 min,no,mixed,72.7,75.8,90.2,83.0,c,False,72.7
98,18,male,private,phd,3.6,57.9,yes,15-30 min,no,group study,42.3,46.6,57.5,46.2,e,False,42.3
11408,18,male,private,no formal,2.6,86.0,yes,30-60 min,yes,group study,53.8,62.2,67.6,57.5,d,False,53.8
14192,15,female,private,graduate,2.0,59.5,yes,30-60 min,yes,textbook,43.8,44.5,29.5,39.5,f,False,43.8
12723,14,male,private,high school,2.9,92.1,yes,>60 min,no,textbook,65.5,70.3,58.0,62.1,d,False,65.5
12925,15,female,public,diploma,5.7,51.9,yes,15-30 min,yes,online videos,59.1,88.2,64.1,67.0,d,False,59.1
3751,17,other,private,phd,5.1,70.4,yes,<15 min,yes,notes,74.0,60.5,59.2,64.5,d,False,74.0
11350,17,male,private,no formal,6.6,84.6,yes,15-30 min,yes,online videos,81.2,82.9,72.8,84.8,c,False,81.2
12876,15,male,public,post graduate,7.9,97.6,yes,<15 min,yes,online videos,93.6,93.8,94.7,100.0,a,False,93.6
8536,18,other,public,graduate,4.9,71.2,yes,30-60 min,no,coaching,84.4,61.6,68.0,64.6,d,False,84.4
8175,14,female,public,phd,5.5,78.2,yes,>60 min,no,online videos,92.0,72.8,83.4,75.1,c,False,92.0
8104,18,other,public,graduate,4.6,97.9,yes,<15 min,yes,group study,71.2,80.1,77.7,74.3,c,False,71.2
5414,19,female,private,diploma,5.4,65.3,yes,<15 min,no,textbook,49.5,66.9,78.1,70.1,c,False,49.5
14268,16,other,public,post graduate,5.3,66.9,yes,<15 min,no,online videos,84.0,60.7,77.0,76.6,c,False,84.0
4667,15,other,public,high school,1.5,84.2,yes,<15 min,yes,mixed,58.1,60.5,47.9,48.4,e,False,58.1
611,19,other,private,phd,3.8,80.7,yes,30-60 min,yes,notes,39.7,58.2,59.5,52.8,e,False,39.7
1728,17,female,private,phd,6.3,59.1,no,15-30 min,yes,group study,65.7,57.8,72.7,70.5,c,False,65.7
10483,19,other,private,graduate,3.0,71.2,yes,30-60 min,yes,mixed,62.2,47.6,40.3,50.0,e,False,62.2
1855,14,female,private,high school,0.6,74.8,yes,<15 min,no,coaching,38.0,43.4,35.5,44.4,e,False,38.0
10801,17,male,private,post graduate,4.7,51.7,yes,30-60 min,yes,notes,74.2,33.1,47.6,55.3,d,False,74.2
5056,19,male,private,post graduate,3.5,69.9,yes,30-60 min,no,notes,64.6,56.2,50.2,61.5,d,False,64.6
10272,17,female,public,phd,5.2,85.9,yes,30-60 min,no,coaching,78.7,72.2,77.5,75.7,c,False,78.7
14727,16,other,private,diploma,4.3,97.5,yes,30-60 min,no,online videos,83.8,79.9,72.8,78.6,c,False,83.8
2325,18,other,public,post graduate,1.9,58.1,yes,30-60 min,yes,textbook,38.6,18.3,31.9,35.4,f,False,38.6
12820,15,female,public,no formal,4.8,82.7,yes,15-30 min,yes,textbook,53.4,75.9,70.8,68.2,d,False,53.4
9370,19,female,public,no formal,4.7,89.3,yes,15-30 min,no,coaching,72.5,74.3,76.8,72.8,c,False,72.5
14719,15,female,private,no formal,8.0,78.0,yes,>60 min,no,mixed,100.0,92.2,100.0,96.4,a,False,100.0
9284,14,female,public,no formal,5.4,72.0,yes,15-30 min,yes,textbook,48.0,80.7,84.7,76.6,c,False,48.0
14190,18,male,private,high school,4.1,94.2,no,30-60 min,no,mixed,76.4,74.6,78.8,76.3,c,False,76.4
13172,15,male,public,post graduate,1.0,85.4,no,<15 min,yes,coaching,29.8,23.4,58.1,37.7,f,False,29.8
14550,18,other,public,high school,6.4,56.3,yes,<15 min,no,textbook,74.8,53.5,81.4,72.1,c,False,74.8
5775,16,other,private,phd,1.4,73.2,yes,30-60 min,yes,group study,40.7,32.1,51.9,42.9,e,False,40.7
6520,14,other,private,phd,5.4,83.5,yes,30-60 min,no,group study,76.4,59.0,61.8,72.2,c,False,76.4
10984,17,female,private,post graduate,6.2,83.2,no,<15 min,yes,mixed,73.6,74.1,57.4,73.0,c,False,73.6
14549,19,other,private,phd,3.7,96.8,yes,>60 min,yes,notes,58.9,63.6,87.5,64.9,d,False,58.9
14415,14,female,public,post graduate,5.5,77.9,yes,30-60 min,no,group study,70.1,74.4,90.4,83.8,c,False,70.1
1750,18,female,private,graduate,3.8,58.3,yes,15-30 min,yes,group study,58.3,67.1,55.2,62.2,d,False,58.3
10868,16,other,private,high school,7.3,85.7,no,>60 min,no,mixed,100.0,97.2,68.5,92.2,b,False,100.0
14940,17,other,private,diploma,7.1,64.5,yes,>60 min,yes,mixed,97.6,60.9,67.8,80.3,c,False,97.6
782,17,female,public,graduate,4.0,91.9,yes,<15 min,yes,textbook,74.7,71.2,89.9,72.0,c,False,74.7
7549,16,female,private,high school,3.5,74.2,yes,<15 min,no,online videos,33.2,53.9,60.4,54.3,e,False,33.2
11241,17,other,private,no formal,1.1,63.9,yes,>60 min,no,mixed,31.9,46.3,42.4,35.1,f,False,31.9
6824,14,female,private,graduate,2.4,67.3,yes,15-30 min,yes,textbook,67.5,57.5,58.5,53.4,e,False,67.5
2106,15,other,private,no formal,4.9,86.6,yes,15-30 min,no,online videos,58.4,58.1,76.6,70.2,c,False,58.4
3868,18,female,private,no formal,6.0,58.3,no,>60 min,yes,online videos,68.8,60.8,68.4,70.2,c,False,68.8
7194,19,male,public,phd,2.9,61.4,yes,30-60 min,yes,coaching,37.3,51.5,76.8,49.6,e,False,37.3
4977,17,female,private,diploma,4.1,54.0,yes,30-60 min,no,online videos,47.3,25.8,56.4,49.3,e,False,47.3
12735,15,female,public,diploma,4.5,55.0,yes,15-30 min,no,coaching,62.3,60.4,58.2,67.4,d,False,62.3
2114,19,other,private,post graduate,2.6,69.2,no,30-60 min,yes,textbook,59.3,46.8,46.5,48.7,e,False,59.3
5880,14,female,private,graduate,6.1,63.1,yes,30-60 min,yes,online videos,66.5,55.7,79.0,65.6,d,False,66.5
13566,17,other,private,diploma,5.9,64.3,yes,>60 min,yes,textbook,74.9,82.0,77.4,77.7,c,False,74.9
3971,16,other,private,no formal,4.3,64.6,yes,>60 min,no,group study,56.3,73.7,70.3,62.1,d,False,56.3
10184,18,other,private,graduate,3.2,95.5,yes,<15 min,yes,coaching,84.2,55.9,59.9,67.4,d,False,84.2
9260,15,other,private,high school,7.7,51.9,no,>60 min,no,group study,99.6,86.9,65.6,86.9,b,False,99.6
7265,17,female,public,graduate,3.0,95.2,yes,15-30 min,yes,notes,77.6,60.5,81.3,71.7,c,False,77.6
1578,18,female,public,high school,0.5,62.8,yes,>60 min,no,notes,27.4,17.5,37.4,33.9,f,False,27.4
9204,19,female,private,no formal,1.8,72.1,yes,>60 min,no,mixed,41.0,42.5,52.0,39.2,f,False,41.0
2275,15,other,private,diploma,5.8,65.0,yes,15-30 min,yes,notes,51.2,54.3,73.0,63.5,d,False,51.2
4870,18,other,public,phd,2.0,99.2,yes,30-60 min,yes,mixed,55.9,85.1,70.5,63.0,d,False,55.9
10007,17,female,public,no formal,2.9,80.0,yes,15-30 min,no,group study,62.3,63.1,74.0,55.4,d,False,62.3
6745,19,female,public,high school,3.6,80.4,yes,>60 min,no,notes,84.4,73.3,58.0,69.3,d,False,84.4
2427,14,male,public,high school,1.1,95.8,yes,30-60 min,no,notes,33.1,53.4,56.8,52.3,e,False,33.1
13490,14,male,public,post graduate,3.3,58.6,yes,>60 min,yes,group study,80.2,52.1,65.1,59.6,d,False,80.2
5547,14,male,private,diploma,6.3,96.3,yes,30-60 min,no,textbook,97.6,95.9,84.6,94.2,b,False,97.6
6853,18,female,private,diploma,6.3,64.3,yes,15-30 min,yes,coaching,83.8,68.4,92.2,75.8,c,False,83.8
12595,19,other,private,graduate,5.2,71.4,yes,30-60 min,yes,mixed,71.4,73.5,68.3,66.6,d,False,71.4
13067,18,other,private,no formal,2.3,65.3,yes,>60 min,no,group study,57.6,42.0,62.1,48.6,e,False,57.6
2552,15,male,public,no formal,1.9,60.6,yes,>60 min,yes,mixed,37.8,50.6,38.5,40.2,e,False,37.8
6412,16,female,public,phd,7.4,62.8,yes,15-30 min,yes,mixed,64.9,68.3,85.7,75.5,c,False,64.9
11850,17,female,private,diploma,6.5,80.6,yes,15-30 min,no,textbook,99.2,91.0,85.8,81.4,c,False,99.2
8,18,female,private,post graduate,5.6,59.4,yes,>60 min,yes,group study,56.7,60.1,53.4,69.6,d,False,56.7
8088,19,other,public,high school,3.1,92.1,yes,30-60 min,no,coaching,48.9,57.5,77.0,66.5,d,False,48.9
2556,14,other,private,graduate,7.2,52.3,yes,15-30 min,no,coaching,66.8,84.7,90.5,78.8,c,False,66.8
476,18,female,private,no formal,4.9,78.6,yes,15-30 min,yes,textbook,79.9,81.6,82.8,77.4,c,False,79.9
5417,16,other,public,high school,0.8,74.6,yes,15-30 min,no,textbook,41.6,25.1,28.6,39.1,f,False,41.6
10404,15,other,public,high school,4.3,89.6,yes,30-60 min,no,coaching,70.8,81.7,61.6,68.1,d,False,70.8
8677,18,male,public,high school,2.2,50.3,yes,15-30 min,no,notes,37.0,46.2,34.0,35.2,f,False,37.0
7240,19,other,private,diploma,4.6,99.0,yes,>60 min,yes,mixed,57.5,78.3,69.0,72.6,c,False,57.5
6711,15,male,public,no formal,0.6,89.9,yes,30-60 min,yes,online videos,22.1,34.0,27.1,35.1,f,False,22.1
5001,15,male,private,no formal,1.5,94.1,yes,>60 min,no,textbook,67.1,60.8,56.9,52.6,e,False,67.1
4655,14,female,private,no formal,4.4,74.1,yes,<15 min,yes,notes,52.6,74.1,75.4,74.3,c,False,52.6
8079,14,female,public,diploma,6.8,56.9,no,15-30 min,yes,online videos,89.9,96.8,76.9,78.5,c,False,89.9
6064,14,male,private,no formal,4.4,64.2,yes,>60 min,yes,mixed,69.6,87.0,79.0,69.1,d,False,69.6
2286,18,male,public,phd,0.9,80.2,yes,<15 min,yes,mixed,18.1,36.3,43.8,36.3,f,False,18.1
5224,18,male,private,high school,2.7,65.4,yes,<15 min,no,mixed,46.3,47.5,58.5,53.0,e,False,46.3
13522,14,female,public,no formal,1.7,52.7,yes,>60 min,yes,online videos,46.9,41.9,44.5,36.6,f,False,46.9
14890,14,other,public,post graduate,1.2,63.0,yes,30-60 min,yes,online videos,27.9,23.2,42.0,32.3,f,False,27.9
6972,18,male,public,phd,5.8,79.7,yes,<15 min,yes,notes,68.3,73.4,60.2,68.5,d,False,68.3
12756,19,male,public,diploma,6.0,76.5,yes,>60 min,no,online videos,70.1,63.7,80.5,72.0,c,False,70.1
3526,15,other,public,graduate,2.9,88.9,yes,15-30 min,no,mixed,56.0,65.7,74.5,58.1,d,False,56.0
11532,16,female,private,graduate,5.6,51.8,yes,>60 min,no,textbook,57.7,65.7,57.5,63.3,d,False,57.7
14722,16,male,private,no formal,3.3,81.1,yes,30-60 min,no,group study,53.8,69.2,53.9,65.3,d,False,53.8
2823,14,male,public,high school,4.5,98.4,yes,15-30 min,no,online videos,76.5,82.6,53.4,76.4,c,False,76.5
4944,19,male,public,high school,5.9,83.7,yes,30-60 min,no,group study,72.5,88.7,88.3,79.9,c,False,72.5
6531,14,male,private,post graduate,4.6,71.4,yes,15-30 min,no,textbook,72.3,51.1,72.8,69.5,d,False,72.3
11117,16,other,private,high school,4.2,53.5,yes,15-30 min,no,online videos,47.7,53.2,46.8,53.1,e,False,47.7
259,15,female,public,diploma,4.6,51.1,yes,<15 min,yes,textbook,66.7,56.7,45.3,58.4,d,False,66.7
283,18,other,private,no formal,7.1,70.6,yes,<15 min,no,textbook,85.8,89.6,76.3,76.3,c,False,85.8
13938,17,male,public,post graduate,5.4,97.8,yes,<15 min,no,mixed,82.5,71.5,76.9,76.4,c,False,82.5
1899,18,male,public,phd,6.3,97.3,yes,15-30 min,no,textbook,86.1,100.0,100.0,97.6,a,False,86.1
4136,19,other,public,graduate,4.7,85.6,no,>60 min,no,textbook,71.2,85.0,73.1,77.7,c,False,71.2
6630,15,male,public,diploma,7.6,72.4,yes,30-60 min,yes,online videos,86.9,93.5,66.7,85.7,b,False,86.9
11169,18,male,private,graduate,5.6,97.9,yes,15-30 min,no,textbook,78.3,81.7,100.0,90.0,b,False,78.3
10460,15,female,public,no formal,6.1,53.7,no,<15 min,no,textbook,72.3,75.4,53.8,66.9,d,False,72.3
3201,19,female,private,diploma,4.0,79.6,yes,>60 min,yes,coaching,60.3,81.3,64.1,68.8,d,False,60.3
5111,17,female,private,post graduate,4.8,61.5,yes,>60 min,no,online videos,69.5,56.2,76.5,67.5,d,False,69.5
7168,18,other,private,high school,6.7,83.5,yes,>60 min,yes,textbook,83.5,100.0,85.6,86.5,b,False,83.5
613,18,female,private,diploma,7.4,61.0,yes,30-60 min,no,notes,81.8,76.7,87.9,79.4,c,False,81.8
14204,15,other,public,high school,6.9,62.1,no,15-30 min,no,textbook,71.9,66.0,85.7,82.8,c,False,71.9
688,17,female,public,post graduate,6.1,76.1,yes,<15 min,yes,mixed,88.8,85.2,79.8,84.0,c,False,88.8
3691,16,male,public,graduate,4.0,92.9,yes,>60 min,yes,coaching,72.0,56.9,68.1,71.9,c,False,72.0
8805,17,female,public,phd,0.6,51.7,yes,15-30 min,yes,notes,30.6,27.4,16.0,31.1,f,False,30.6
2308,14,male,public,graduate,2.1,92.8,yes,<15 min,no,notes,36.5,44.0,52.7,50.9,e,False,36.5
7134,19,other,private,diploma,5.3,91.7,no,30-60 min,yes,textbook,62.6,72.4,69.7,70.8,c,False,62.6
11206,19,female,public,phd,0.8,50.9,yes,30-60 min,yes,online videos,38.6,22.7,35.1,24.9,f,False,38.6
6510,14,female,private,post graduate,6.9,65.5,yes,15-30 min,yes,group study,82.5,93.7,89.8,89.5,b,False,82.5
9974,17,male,private,post graduate,3.7,85.3,yes,<15 min,yes,notes,40.4,59.6,60.2,55.1,d,False,40.4
5907,16,male,public,diploma,3.7,67.5,yes,<15 min,yes,group study,54.0,39.7,50.0,51.6,e,False,54.0
2592,16,female,public,graduate,4.4,90.1,yes,<15 min,no,online videos,64.1,73.0,80.5,64.4,d,False,64.1
10889,15,male,private,no formal,7.8,73.1,yes,15-30 min,no,notes,76.7,93.3,70.7,84.9,c,False,76.7
13836,17,other,private,phd,4.3,99.4,yes,30-60 min,yes,notes,82.1,84.5,71.6,79.8,c,False,82.1
14219,16,other,private,phd,6.4,82.7,yes,>60 min,no,notes,62.0,87.5,82.8,77.5,c,False,62.0
12151,14,other,private,diploma,5.0,84.9,no,<15 min,no,mixed,66.0,87.0,94.3,81.3,c,False,66.0
7184,15,male,public,phd,2.6,89.8,yes,15-30 min,yes,coaching,57.6,63.4,45.3,54.8,e,False,57.6
5249,19,female,public,graduate,1.4,71.0,no,30-60 min,yes,mixed,35.9,39.9,39.3,35.7,f,False,35.9
8767,15,female,private,post graduate,2.8,95.1,yes,15-30 min,no,group study,74.0,69.2,58.3,70.3,c,False,74.0
10103,19,male,private,graduate,0.9,83.2,yes,<15 min,yes,mixed,62.2,29.8,49.5,37.8,f,False,62.2
5109,15,other,public,high school,6.5,93.4,yes,30-60 min,yes,group study,70.2,90.3,77.6,81.6,c,False,70.2
3605,19,male,private,post graduate,6.5,76.5,yes,<15 min,yes,mixed,87.8,89.0,78.5,92.0,b,False,87.8
670,14,female,public,phd,4.9,54.1,yes,>60 min,yes,group study,66.8,73.2,51.8,62.7,d,False,66.8
4365,17,other,public,post graduate,4.1,55.2,yes,<15 min,no,coaching,54.3,65.6,54.9,57.0,d,False,54.3
7330,15,other,public,post graduate,2.4,88.6,yes,15-30 min,yes,textbook,55.9,49.1,31.7,51.4,e,False,55.9
1284,18,male,public,graduate,2.9,76.6,yes,>60 min,yes,mixed,63.9,58.7,67.2,60.5,d,False,63.9
924,14,male,private,no formal,5.4,90.4,yes,30-60 min,yes,coaching,98.4,88.9,83.8,87.1,b,False,98.4
1126,19,female,private,phd,4.2,89.5,yes,30-60 min,yes,group study,79.8,81.3,76.5,79.4,c,False,79.8
1530,19,female,public,high school,7.8,62.6,yes,>60 min,no,notes,79.8,80.4,94.1,92.0,b,False,79.8
14047,19,female,public,diploma,1.0,95.7,yes,>60 min,no,online videos,25.7,18.2,45.2,37.6,f,False,25.7
9787,17,male,public,high school,3.1,73.4,yes,<15 min,yes,online videos,34.7,53.2,43.9,46.5,e,False,34.7
8439,15,female,public,post graduate,4.7,60.7,yes,15-30 min,yes,online videos,54.9,61.7,68.9,62.1,d,False,54.9
3712,19,male,public,no formal,6.8,60.8,yes,<15 min,yes,online videos,82.5,81.9,77.3,84.5,c,False,82.5
8005,19,other,private,high school,4.9,99.8,yes,30-60 min,no,group study,71.6,66.9,93.5,73.3,c,False,71.6
9753,18,male,private,diploma,3.5,86.6,yes,30-60 min,yes,mixed,68.6,69.1,65.5,71.4,c,False,68.6
6275,17,male,public,diploma,4.8,56.4,yes,30-60 min,no,coaching,55.0,50.6,68.0,62.8,d,False,55.0
10593,15,other,private,diploma,5.9,70.1,yes,<15 min,no,mixed,71.7,80.0,68.1,75.6,c,False,71.7
10436,14,other,private,post graduate,7.9,67.1,yes,<15 min,yes,notes,72.7,81.2,91.3,81.1,c,False,72.7
3865,17,other,public,post graduate,5.0,69.1,yes,>60 min,yes,textbook,76.5,93.0,67.0,70.7,c,False,76.5
10132,17,male,private,graduate,7.1,56.0,yes,30-60 min,yes,textbook,79.0,89.1,81.6,76.4,c,False,79.0
13218,14,female,public,no formal,4.9,80.5,yes,<15 min,no,coaching,80.7,58.6,71.3,78.8,c,False,80.7
7834,17,other,public,diploma,1.0,63.9,no,<15 min,no,group study,25.6,31.2,45.4,30.2,f,False,25.6
11262,16,female,public,graduate,4.1,84.6,yes,<15 min,no,notes,51.6,47.6,68.7,62.9,d,False,51.6
6789,15,male,private,high school,6.8,84.4,yes,15-30 min,yes,textbook,70.0,74.3,76.6,79.8,c,False,70.0
227,18,female,private,phd,3.7,67.4,yes,30-60 min,no,group study,72.0,56.3,52.6,63.1,d,False,72.0
11740,15,female,private,high school,6.7,64.8,yes,<15 min,no,textbook,81.9,91.0,89.5,84.1,c,False,81.9
265,19,other,public,high school,4.4,99.7,yes,30-60 min,no,online videos,65.3,58.8,63.1,75.7,c,False,65.3
9588,19,female,public,diploma,5.1,66.8,yes,>60 min,no,mixed,66.7,46.9,83.2,63.7,d,False,66.7
11750,14,other,private,diploma,7.8,64.4,yes,15-30 min,yes,textbook,99.7,79.0,91.5,85.5,b,False,99.7
13746,16,other,public,graduate,1.3,92.9,yes,30-60 min,yes,notes,45.4,58.0,58.0,46.9,e,False,45.4
646,15,male,public,diploma,7.4,54.2,yes,<15 min,no,notes,95.3,91.3,69.8,84.1,c,False,95.3
14547,19,male,public,phd,5.3,83.8,yes,15-30 min,yes,online videos,56.8,98.2,67.2,78.1,c,False,56.8
7545,16,male,public,phd,4.1,53.9,yes,<15 min,yes,mixed,64.1,53.2,46.5,62.9,d,False,64.1
13707,16,other,private,post graduate,1.5,71.2,yes,15-30 min,no,mixed,70.7,39.6,54.4,44.9,e,False,70.7
5570,15,male,public,diploma,7.2,50.6,yes,15-30 min,yes,coaching,86.4,78.4,78.6,83.0,c,False,86.4
2991,16,other,public,diploma,1.2,86.4,yes,30-60 min,no,online videos,20.6,29.6,38.8,35.1,f,False,20.6
13676,17,other,private,diploma,2.8,74.2,yes,>60 min,yes,textbook,51.2,49.1,62.1,46.4,e,False,51.2
10092,19,other,private,phd,2.3,72.7,no,>60 min,no,coaching,42.6,45.9,53.7,43.6,e,False,42.6
2505,14,other,private,diploma,4.8,73.3,yes,>60 min,no,notes,61.3,71.1,73.7,72.5,c,False,61.3
10965,16,male,private,post graduate,4.1,52.3,yes,30-60 min,no,textbook,73.8,36.6,57.5,54.1,e,False,73.8
13538,18,female,private,phd,0.6,64.0,yes,30-60 min,no,textbook,29.3,33.5,38.0,29.0,f,False,29.3
13270,18,other,public,graduate,1.4,62.4,no,<15 min,yes,textbook,16.7,39.5,30.9,34.6,f,False,16.7
9347,19,male,private,no formal,5.3,86.4,yes,>60 min,yes,coaching,98.4,84.6,92.3,77.4,c,False,98.4
588,14,female,private,diploma,3.3,66.7,yes,>60 min,no,group study,57.5,77.0,64.1,61.8,d,False,57.5
12764,19,male,private,post graduate,5.9,73.0,yes,30-60 min,yes,notes,67.2,86.4,67.1,67.6,d,False,67.2
10014,18,other,private,post graduate,1.5,70.1,yes,15-30 min,no,notes,41.4,48.3,47.9,46.9,e,False,41.4
9178,17,male,public,no formal,5.0,69.8,yes,<15 min,yes,coaching,66.9,80.4,51.9,61.3,d,False,66.9
4080,18,male,private,post graduate,4.8,65.7,yes,<15 min,no,online videos,58.6,63.9,68.0,66.9,d,False,58.6
3349,14,female,private,diploma,3.8,83.1,yes,<15 min,yes,online videos,53.6,53.5,57.9,58.6,d,False,53.6
6300,15,male,private,diploma,5.4,70.1,yes,<15 min,no,notes,62.1,53.9,68.3,63.3,d,False,62.1
3832,15,female,public,graduate,3.0,74.7,yes,30-60 min,no,online videos,57.5,58.8,37.4,47.6,e,False,57.5
9434,16,female,private,post graduate,4.4,94.9,yes,30-60 min,no,online videos,64.4,55.7,79.8,76.5,c,False,64.4
8382,14,male,private,diploma,4.9,91.8,no,>60 min,no,coaching,74.3,72.9,88.2,78.7,c,False,74.3
13729,16,female,private,no formal,4.7,52.9,yes,30-60 min,yes,group study,56.6,62.5,50.1,64.2,d,False,56.6
9173,14,male,private,post graduate,0.6,86.0,yes,<15 min,yes,notes,27.3,54.9,30.2,30.0,f,False,27.3
9891,17,other,private,no formal,4.9,79.1,yes,15-30 min,yes,textbook,72.3,54.5,76.7,68.9,d,False,72.3
1716,19,male,public,graduate,0.5,80.6,yes,15-30 min,no,coaching,35.8,25.6,23.7,42.0,e,False,35.8
10786,19,male,public,graduate,3.9,50.1,yes,30-60 min,no,notes,54.3,63.9,47.0,44.4,e,False,54.3
12329,15,other,private,phd,5.6,77.7,yes,<15 min,yes,group study,70.6,52.6,85.4,70.4,c,False,70.6
6451,18,female,public,no formal,4.4,98.4,yes,>60 min,yes,online videos,75.7,74.3,75.2,76.0,c,False,75.7
13231,18,male,public,phd,2.8,76.6,no,30-60 min,yes,group study,59.4,54.4,41.5,59.0,d,False,59.4
12626,19,other,private,no formal,4.2,64.8,yes,<15 min,no,online videos,42.8,55.8,59.4,49.8,e,False,42.8
5434,17,other,public,graduate,3.0,59.5,yes,>60 min,yes,group study,50.5,55.2,54.6,56.6,d,False,50.5
1099,14,female,private,graduate,3.0,92.1,no,<15 min,yes,group study,48.9,49.4,73.5,62.1,d,False,48.9
7097,14,male,private,phd,2.1,74.3,no,15-30 min,yes,textbook,52.2,31.2,31.7,40.2,e,False,52.2
2327,16,female,private,post graduate,0.7,69.8,yes,<15 min,no,group study,39.7,40.7,50.1,42.8,e,False,39.7
11440,14,female,public,post graduate,7.0,67.8,yes,15-30 min,no,coaching,82.2,85.1,85.2,90.8,b,False,82.2
9088,16,male,private,diploma,5.8,84.5,yes,<15 min,yes,mixed,69.9,74.5,95.5,82.8,c,False,69.9
6417,15,female,public,diploma,5.9,55.1,yes,<15 min,yes,mixed,73.0,59.8,76.7,66.2,d,False,73.0
6981,15,female,private,phd,1.4,71.0,yes,<15 min,yes,textbook,35.4,11.0,26.0,35.2,f,False,35.4
6764,19,other,public,diploma,5.5,67.3,no,>60 min,no,notes,50.8,77.3,61.0,65.6,d,False,50.8
1675,18,female,public,no formal,3.2,89.8,yes,15-30 min,no,group study,69.2,32.8,59.9,54.3,e,False,69.2
11102,15,male,public,diploma,6.8,53.1,no,15-30 min,yes,online videos,84.6,77.4,86.1,85.2,b,False,84.6
7951,17,female,public,diploma,6.5,84.0,yes,>60 min,yes,notes,84.4,87.3,92.7,95.5,a,False,84.4
